ID_GiaoTrinh,Ten_GT
669,"Kiến trúc nhà ở nông thôn hiện đại/Đặng Hồng Vũ; Văn Nam, Đỗ Chí (  biên dịch ); Trần Kim Bảo ( hiệu đính )"
670,Nguyên lý thiết kế bảo tàng/Tạ Trường Xuân
671,Giáo trình thực tập điện cơ bản/Bùi Văn Hồng
672,Kiến trúc cơ sở : Phục vụ kiến thức nội thất / Nguyễn Đức Thiềm
673,Giáo trình nguyên liệu dệt =Raw textile materials/Nguyễn Tuấn Anh
674,"Kỹ thuật điện : Lý thuyết,bài tập giải sẵn và bài tập cho đáp số:Giáo trình cho các trường Đại học)/ Đặng Văn Đào, Lê Văn Doanh "
675,Vật liệu dệt:Môn học: 1151010 - Vật liệu dệt may/Nguyễn Văn Lân
676,Kỹ thuật lắp đặt điện dân dụng
677,Vật liệu dệt/Nguyễn Trung Thu
678,Sửa chữa thiết bị điện /Hoàng Hữu Thận
679,"Giáo trình Vật liệu dệt may/Trần Thủy Bình, Lê Thị Mai Hoa"
680,Thiết kế nội thất và đồ gia dụng / Ngô Trí Tuệ
681,"Mạch điện/Trần Tùng Giang, Lê Thị Thanh Hoàng"
682,Textile Science/Kathryn L. Hatch
683,Ergonomics trong thiết kế nội thất kiến trúc và đồ mộc / Lý Văn Lâm 
684,"Mạch điện 1/Phạm Thị Cư, Trương Trọng Tuấn Mỹ, Lê Minh Cường"
685,Giáo trình nguyên phụ liệu may =Garment materials and accessories/Nguyễn Tuấn Anh
686,Giáo trình quá trình hoàn tất vải =Textile dyeing and finishing technology/Nguyễn Tuấn Anh
687,Công nghệ nhuộm và hoàn tất vải/Nguyễn Công Toàn
688,"Mạch điện II/Phạm Thị Cư (cb), Trương Trọng Tuấn Mỹ, Lê Minh Cường"
689,Thiết bị may công nghiệp và bảo trì/Nguyễn Ngọc Châu
690,"Bài giảng nhập môn Công nghệ Kỹ thuật / Đặng Thiện Ngôn, Võ Xuân Tiến."
691,Concepts in Electric Circuits
692,Thiết bị may công nghiệp
693,Electric circuits - 10th edition
694,Sổ tay sinh viên / Đại học Sư Phạm Kỹ thuật TPHCM
695,Giáo trình môn học kỹ thuật may cơ bản/Trần Thị Thêu
696,Circuit Analysis I & II with MATLAB® Computing andSimulink®/ SimPowerSystems®Modeling
697,Electric circuit - 1st edition
698,Circuit analysis : Theory and practice - 5th edition
699,"Fundamentals of electric circuits /Charles K. Alexander, Matthew N.O Sadiku."
700,Basic course in sewing/Yoko Shirane Venzuela 
701,Tổ chức không gian kiến trúc các loại nhà công cộng/Vũ Duy Cừ
702,"Giáo trình Điện tử cơ bản/Trần Thu Hà, Trương Thị Bích Ngà, Nguyễn Thị Lưỡng,..."
703,"Lịch sử văn minh thế giới/Vũ Dương Ninh (ch.b.), Nguyễn Gia Phu, Nguyễn Quốc Hùng, Đinh Ngọc Bảo"
704,Hình họa - vẽ kỹ thuật ngành may / Nguyễn Thành Hậu
705,"Giáo trình máy điện I/Nguyễn Trọng Thắng, Ngô Quang Hà"
706,"Máy điện I :Sách dùng cho các trường đại học/Vũ Gia Hanh, Trần Khánh Hà, Phan Tử Thụ, Nguyễn Văn Sáu"
707, Hướng dẫn sử dụng CorelDRAW 
708, Hướng dẫn sử dụng CorelDRAW/ Nguyễn Thanh Hoàng
709,Kỹ thuật điện
710,"Ivanov (bản dịch tiếng Việt của Vũ Gia Hanh), Máy điện"
711,Giáo trình “Hình họa – Vẽ kỹ thuật”/Trương Minh Trí
712,"Máy và thiết bị gia công gỗ - Tập 1/ Hoàng Hữu Nguyên, Hoàng Xuân Niên"
713,Electric machines
714,Nguyên lý cắt vật liệu gỗ / Hoàng Tiến Đượng
715,"Bản vẽ kỹ thuật – Tiêu chuẩn quốc tế/Trần Hữu Quế, Nguyễn Anh Tuấn"
716,Máy và thiết bị gia công gỗ - Tập 1/ Hoàng Hữu Nguyên
717,"Nguyên lý gia công vật liệu/Bành Tiến Long, Trần Thế Lục, Trần Sỹ Túy"
718,Lịch sử văn minh thế giới
719,Hướng dẫn sử dụng CorelDRAW/Trần Văn Minh
720,"Giáo trình khí cụ điện/Hồ Xuân Thanh, Phạm Xuân Hổ"
721,"Giáo trình khí cụ điện:Dùng cho các trường đại học khối công nghệ/Hồ Xuân Thanh, Phạm Xuân Hổ"
722,"Máy gia công gỗ / Phạm Quang Đẩu, Phạm Quốc Phúc"
723,Giáo trình khí cụ điện/Phạm Văn Chới
724,Máy và thiết bị chế biến gỗ / Hoàng Việt
725,Advanced Engineering Mathematics
726,"Tự động hóa trong chế biến gỗ và lâm sản ngoài gỗ / Hoàng Nguyên, Hoàng Việt, Hoàng Xuân Niên"
727,Bài giảng Toán kỹ thuật
728,"Giáo trình kỹ thuật số/Nguyễn Đình Phú, Nguyễn Trường Duy"
729,"Đại cương lịch sử thế giới cổ đại/Trịnh Nhu, Nguyễn Gia Phu"
730,"Mạch số: Môn học: 1163100 - Kỹ thuật số/Nguyễn Hữu Phương$pDùng cho sinh viên đại học ngành điện tử, tự động hóa, viễn thông, tin học, v.v... /"
731,"Digital systems : Principles and applications / Neal S. Widmer, Gregory L. Moss, Ronald J. Tocci"
732,"Digital systems : Principles and applications / Neal S. Widmer, Gregory L. Moss, Ronald J. Tocci"
733,"Giáo trình Công nghệ CAD/CAM_CND / Nguyễn Ngọc Đào, Trần Chí Thiên"
734,"Giáo trình quản lý đơn hàng ngành may/Trần Thanh Hương, Tạ Thị Ngọc Nhung, Phạm Thị Hà"
735,Điện tử công suất/Hoàng Ngọc Văn
736,Từ điển Anh văn chuyên ngành
737,"Điện tử công suất :Bài giảng môn học/Nguyễn Xuân Khai, Hoàng Ngọc Văn"
738,Giáo trình công nghệ CNC/Trần Văn Địch
739,Giáo trình chuẩn bị sản xuất may/ Trần Thanh Hương
740,"Lịch sử thế giới trung đại/Nguyễn Gia Phu, Nguyễn Văn Ánh, Đỗ Đình Hãng,..."
741,Nguyên lý Design Thị giác / Nguyễn Hồng Hưng
742,Nguyên lý Design Thị giác / Nguyễn Hồng Hưng
743,Giáo trình Điện tử công suất 1
744,Giáo trình quản lý chất lượng trang phục/Trần Thanh Hương
745,Giáo trình Hình khối cơ bản / Trần Ngọc Kanh
746,Almanach những nền văn minh thế giới
747,Điện tử công suất:Giáo trình dùng cho sinh viên Đại Học Bách Khoa và các trường đại học khác /Nguyễn Bính
748,Mỹ thuật công nghiệp / Phạm Đỗ Nhật Tiến 
749,Quản trị học/Nguyễn Thị Liên Diệp
750,Cơ sở tạo hình  / Lê Duy Văn 
751,"Quản lý chất lượng /Tạ Thị Kiều An, Ngô Thị Ánh, Nguyễn Thị Ngọc Diệp,..."
752,Nguyên Lý Thiết Kế (Design Principles) / Paul Zelanski & Mary Pat Fisher 
753," Quản trị xuất nhập khẩu/Đoàn Thị Hồng Vân, Kim Ngọc Đạt"
754,Top Sketches: Top European Designer’s Sketches / Jordi Mila & Stone Wen 
755,Quy tắc của ICC về sử dụng các điều kiện thương mại quốc tế và nội địa/ Phòng thương mại quốc tế - Incoterms
756,Kỹ năng soạn thảo văn bản và thư từ thương mại/ Dr. Jan Yager; Hoàng Thu Hương dịch
757,Giáo trình Công nghệ Cad ngành May/Nguyễn Thành Hậu
758,Điện tử công suất. Bài tập bài giải và ứng dụng
759,Gerber Garment Technology Data Management
760,Giáo trình Công nghệ sửa chữa máy/ Hoàng Trí
761,"Giáo trình ứng dụng PSIM trong điện tử công suất:Giáo trình dùng cho sinh viên ngành Điện - Điện tử/Đỗ Đức Trí, Vương Thị Ngọc Hân"
762,"Giáo trình “Cung cấp điện” dành cho hệ Đại Học, Khối Ngành Công Nghệ"
763,"Accounting/Horngren, Harrison and Oliver "
764,Gerber Garment Technology Pattern Design
765,Gerber Garment Technology  Marker Making 
766,Công việc của người thợ sửa chữa cơ khí: Tập 1/Tô Xuân Giáp
767,"Hướng dẫn thiết kế lắp đặt điện theo tiêu chuẩn quốc tế IEC= Electrical Installation Guide : According to IEC international Standards /Schneider Electric S. A, người dịch: Phan Thị Thanh Bình, Phan Quốc Dũng, Phạm Quang Vinh..."
768,Công việc của người thợ sửa chữa cơ khí: Tập 2/Tô Xuân Giáp
769,"Sửa chữa bảo trì các thiết bị hệ thống khí nén /Nguyễn Thành Trí, Châu Ngọc Thạch"
770,Giáo trình CAD trong kỹ thuật điện/Quyền Huy Ánh
771,Giáo trình an toàn điện/Quyền Huy Ánh
772,Thiết kế trang phục nam cơ bản/Nguyễn Ngọc Châu
773,Thiết kế trang phục nam cơ bản/Nguyễn Ngọc Châu
774,Cung cấp điện T1/Nguyễn Xuân Phú
775,Thiết kế trang phục nam nâng cao/Nguyễn Thành Hậu
776,"Giáo trình cơ sở công nghệ chế tạo máy/Phan Minh Thanh, Hồ Viết Bình"
777,Giáo trình thiết kế trang phục nữ cơ bản:Giáo trình dùng cho sinh viên ngành Công nghệ may/Phùng Thị Bích Dung
778,"Cẩm nang thiết bị đóng cắt /Gerd Balzer,...; Lê Văn Doanh (dịch)"
779,Thiết kế trang phục nữ cơ bản/Phùng Thị Bích Dung
780,"Thiết kế cấp điện:Dự toán; Thủ tục thiết kế; Thiết kế thực tế; Lắp đặt /Ngô Hồng Quang, Vũ Văn Tẩm"
781,Giáo trình công nghệ sản xuất may:Giáo trình dùng cho sinh viên ngành Công nghệ may/Trần Thanh Hương
782,Giáo trình công nghệ sản xuất may:Giáo trình dùng cho sinh viên ngành Công nghệ may/Trần Thanh Hương
783,Nguyên lý cắt kim loại: Giáo trình dùng cho sinh viên các trường kỹ thuật / Trần Văn Địch
784,Chuẩn bị sản xuất may/ Trần Thanh Hương
785,Sổ Tay Công Nghệ Chế Tạo Máy - tập 1 / Nguyễn Đắc Lộc và các tác giả
786,"Thiết kế điện, dự toán và tính giá thành /K.B. Raina, S.K. bhattacharya; Phạm Văn Niên (dịch)"
787,Tổ chức quản lý sản xuất may/Nguyễn Thị Thúy 
788,Sổ Tay Công Nghệ Chế Tạo Máy - tập 2 / Nguyễn Đắc Lộc và các tác giả
789,Giáo trình hệ thống cỡ số trang phục : Giáo trình dùng cho sinh viên ngành Công nghệ may / Phùng Thị Bích Dung (ch.b.); Nguyễn Thị Thúy
790,Nguyên lý gia công vật liệu / Bành Tiến Long và các tác giả
791,"Design of Electrical Services for Buildings, 4th Edition"
792,Smart Textiles and Their Applications/Vladan Koncar
793,Advanced Energy Design Guide for Small Retail Buildings
794,Analysis and Design of Low-Voltage Power Systems
795,"Công nghệ chế tạo máy/Trần Văn Địch, Nguyễn Trọng Bình, Nguyễn Thế Đạt, Nguyễn Viết Tiếp, Trần Xuân Việt"
796,"Friedman, Smart Textiles for Designers: Inventing the Future of Fabrics/Rebeccah Pailes"
797,Medium Voltage Design Guide
798,"Handbook of Smart Textiles, Springer/Tao, Xiaoming"
799,Materials and Processes in Manufacturing / E. Paul DeGarmo
800,Electronic Textiles: Smart Fabrics and Wearable Technology/Tilak Dias
801,Electrical distribution engineering / Anthony J. Pansini
802,Manufacturing Engineering and Technology / Kalpakjian & Schmid
803,Electrical Installation Caculations
804,Tâm lý học quản trị kinh doanh/Nguyễn Hữu Thụ
805,Electric power distribution equipment and systems / T. A. Short
806,Electrical Installation Guide
807,"Giáo trình “Thiết kế trang phục nam cơ bản”/Nguyễn Ngọc Châu, Nguyễn Thị Tuyết Trinh"
808,"Những khía cạnh tâm lý của quảng cáo thương mại/Nguyen, H. T."
809,Electrical Installation Hanbook
810,Lighting by Design 2Ed
811,Thiết kế trang phục 2/Trần Thị Thêu
812,"Lighting design basics / Mark Karlen, James Benya, Christina Spangler"
813,Pattern making/ Hellen 
814,E-Business and E-commerce Management (4th ed.)/Dave Chaffey
815,Uninterruptible Power Supplies
816,Textile Science/Kathryn L. Hatch
817,Electric power substations engineering / John D. McDonald
818,The complete E-Commerce Book (2nd ed.)/Janice Reynolds
819,Giáo trình thiết kế trang phục nữ cơ bản/Phùng Thị Bích Dung
820,Electrician’s Exam Study Guide
821,Khoa học gỗ: Giáo trình Đại học Lâm nghiệp/ Lê Xuân Tình
822,"Giáo trình thực hành máy điện/Bùi Văn Hồng, Đặng Văn Thành, Lê Hoàng Lâm"
823,"Giáo trình công nghệ may:Sách dùng cho các trường đào tạo hệ trung học chuyên nghiệp /Trần Thủy Bình (ch.b); Nguyễn Tiến Dũng, Lê Thị Mai Hoa, Nguyễn Thị Hạnh"
824,Nghiên cứu giải phẫu một số loại cây gỗ ở Việt nam để định loại theo các đặc điểm cấu tạo thô đại và hiển vi/ Nguyễn Đình Hưng  
825,Data Management/Gerber Garment Technology 
826,"Thực vật rừng/ Lê Mộng Chân, Lê Thị Huyên "
827,"Plant resources of South-East Asia (Volume 5(1), 5(2)/ Soerianegara and R.H.M.J Lemmens"
828,"Embedded C programming and the microchip PIC / Richard Barnett, Larry O'Cull, Sarah Cox"
829,Pattern Design/Gerber Garment Technology 
830,Marker Making/Gerber Garment Technology 
831,Programming 8-bit PIC Microcontrollers in C: With Interactive Hardware Simulation
832,"Textbook of wood technology/H.P Brown, A.J. Panshin, C.C. Forsaith"
833,Giáo trình tạo mẫu trang phục nữ/Phùng Thị Bích Dung
834,"Giáo trình thực hành kỹ thuật số / Nguyễn Đình Phú, Nguyễn Duy Thảo, Nguyễn Trường Duy, Hà A Thồi"
835,Wood as a raw material/ George Tsoumis
836,Giáo trình thiết kế trang phục 4/Huỳnh Thị Kim Phiến 
837,"Timber structure – Properties- conservation and use/ H.E. Desch, and J.M. Dinwoodie "
838,The structure of wood/ Jane F.W 
839,Wood handbook/ U.S. Department of Agriculture 
840,"Giáo trình công nghệ may:Sách dùng cho các trường đào tạo hệ trung học chuyên nghiệp/Trần Thủy Bình (ch.b.), Nguyễn Tiến Dũng, Lê Thị Mai Hoa,..."
841,Phần điện Nhà máy điện và trạm biến áp 
842,Giáo trình thiết kế trang phục nữ cơ bản:Giáo trình dùng cho sinh viên ngành Công nghệ may/Phùng Thị Bích Dung
843,"Cung cấp điện /Nguyễn Xuân Phú,Nguyễn Bội Khuê, Nguyễn Công Hiền"
844,Giáo trình Thiết kế trang phục 1/Nguyễn Phi Phụng
845,Phân tích và điều khiển ổn định hệ thống điện:Sách được dùng làm giáo trình cho các trường đại học kỹ thuật/Lã Văn Út
846,"Thiết kế hệ thống điện/Nguyễn Hoàng Việt (ch.b); Hồ Văn Hiến, Phan Thị Thanh Bình, Võ Văn Huy Hoàng"
847,Giáo trình thiết kế trang phục 2/Trần Thị Thêu
848,PATTERNMARKING for fashion design/Helen Joseph Armstrong
849,UNDERSTANDING ELECTRIC POWER SYSTEMS - An Overview of the Technology and the Marketplace
850,Nguyên lý thiết kế kiến trúc nội thất./ Nguyễn Hoàng Liên 
851,Introduction to pattern Drafting/Jayne Smith
852,Matlab: A Practical Introduction to Programming and Problem Solving/Stormy Attaway
853,Ergonomics trong thiết kế nội thất kiến trúc và đồ mộc/ Lý Văn Lâm 
854,Electrical distribution engineering / Anthony J. Pansini
855,Introduction to MATLAB® for Engineers/William J. Palm I
856,Giáo trình Công nghệ Cad ngành May/Nguyễn Thành Hậu
857,Switchgear Manual
858,Nghệ thuật trang trí nội thất:Những mẫu thiết kế đẹp và tiện dụng /Thiên Thanh (biên soạn)
859,Electric power substations engineering / John D. McDonald
860,Data Management/Gerber Garment Technology 
861,Electrical Transmission and Distribution Reference book 
862,Decorative Style/ Kenvin McCloud 
863,Pattern Design/Gerber Garment Technology 
864,Lighting Style/ Kenvin McCloud 
865,Marker Making/Gerber Garment Technology 
866,Hướng dẫn thiết kế đồ án cung cấp điện
867,The History of Furniture/ John Morley 
868,Giáo trình Công nghệ Cad ngành May/Nguyễn Thành Hậu
869,"Giáo trình “Cung cấp điện” dành cho hệ Đại Học, Khối Ngành Công Nghệ"
870,"Công nghệ và thiết kế đồ gia dụng/ Bành Lương, Hồ Cảnh Sơ"
871,Data Management/Gerber Garment Technology 
872,Pattern Design/Gerber Garment Technology 
873,"Sổ tay thực dụng thiết kế bản vẽ, kỹ thuật gia công chế tạo mới và tiêu chuẩn kiểm tra chất lượng xuất nhập khẩu đồ gia dụng kim loại trong và ngoài nước/ Biên Ủy Hội"
874,"Cơ sở Vật lý tập ba – Nhiệt học/David Halliday, Robert Resnick, Jearl Walker"
875,Marker Making/Gerber Garment Technology 
876,Thiết kế kết cấu và tạo hình đồ gia dụng/ Vu Thân
877,Giáo trình CAD trong kỹ thuật điện/Quyền Huy Ánh
878,Giáo trình thiết kế trang phục cưới/Phùng Thị Bích Dung 
879,Công nghệ chế tạo đồ gia dụng kim loại/ 
880,"Giáo trình ""An toàn điện"""
881,Giáo trình Vật lý đại cương tập 1/I. V. Xaveliev
882,Hệ thống cung cấp điện
883,"Giáo trình Keo dán gỗ/ Phạm Văn Chương, Nguyễn Trọng Kiên "
884,"Giáo trình công nghệ may:Sách dùng cho các trường đào tạo hệ trung học chuyên nghiệp/Trần Thủy Bình (ch.b.), Nguyễn Tiến Dũng, Lê Thị Mai Hoa,..."
885,Giáo trình Công nghệ ván nhân tạo tập 1
886,"Keo dán gỗ: giáo trình Đại học Lâm nghiệp/ Phạm Văn Chương (chủ biên), Nguyễn Trọng Kiên"
887,Giáo trình thiết kế trang phục nữ cơ bản/Phùng Thị Bích Dung
888,"Công nghệ sản xuất ván nhân tạo: ván dán và ván nhân tạo đặc biệt - $nTập 1/ Phạm Văn Chương, Nguyễn Hữu Quang"
889,giáo trình Keo dán và Chất phủ
890,Giáo trình tạo mẫu trang phục nữ/Phùng Thị Bích Dung
891,Tạp chí Công nghiệp hóa chất
892,"Hướng dẫn thiết kế lắp đặt điện theo tiêu chuẩn quốc tế IEC= Electrical Installation Guide : According to IEC international Standards /Schneider Electric S. A, người dịch: Phan Thị Thanh Bình, Phan Quốc Dũng, Phạm Quang Vinh..."
893,Giáo trình Thiết kế trang phục 1/Nguyễn Phi Phụng
894,"Keo dán và chất phủ/ Trần Văn Chứ, Cao Quốc An,  Nguyễn Văn Thuận "
895,Vật lý đại cương - T.1:Cơ - Nhiệt: Dùng cho các trường đại học khối kỹ thuật công nghiệp/Lương Duyên Bình (ch.b)
896,"Hệ thống cung cấp điện của xí nghiệp công nghiệp, đô thị và nhà cao tầng /Nguyễn Công Hiền, Nguyễn Mạnh Hoạch"
897,Giáo trình thiết kế trang phục 2/Trần Thị Thêu
898,Truyền động điện
899,PATTERNMARKING for fashion design/Helen Joseph Armstrong
900,Introduction to pattern Drafting/Jayne Smith
901,Giáo trình thiết kế nón và túi xách/Vũ Minh Hạnh
902,Thiết kế phụ trang/Nguyễn Hoa Mai
903,"Thiết kế túi ví cao cấp cho mọi người/Ellen Goldstein Lynch, Sara Mullins, Nicole Malone; Phạm Cao Hoàn (dịch)"
904,""" Lecture note on Finite Element Method (I), Department of Advanced Technology Fusion/H.C. Park "
905,"Engineering Analysis with ANSYS Software/ N. Nakasone, T. A. Stolarski and S. Yoshimoto"
906,Ứng dụng phương pháp phần tử hữu hạn trong tính toán kết cấu/Nguyễn Hoài Sơn
907,"Lịch sử thời trang/Helen Reynolds, Nguyễn Như Mai dịch"
908,Trang bị điện- điện tử
909,"Ứng dụng phương pháp phần tử hữu hạn trong tính toán kỹ thuật/Nguyễn Hoài Sơn, Lê Thanh Phong, Mai Đức Đãi"
910,Truyền Động Điện Tự Động
911,Finite element procedures/ K. J. Bathe
912,"ANSYS Basic Analysis Guide, Release 13.0/ "
913,Thiết kế giày/Huỳnh Lê Quốc
914,"Fluid Mechanics – Fundamentals and Applications, 4th edition/  Yunus A Cengel, John M Cimbala"
915,Thiết bị may công nghiệp và bảo trì/Nguyễn Ngọc Châu
916,Thủy khí kỹ thuật và máy bơm:Môn học: 1132100 - Cơ học lưu chất ứng dụng; 1132060 - Cơ học lưu chất ứng dụng B; 1132020 - Thủy khí/Phạm Thị Thanh Tâm
917, Thiết vị may công nghiệp
918,"Ansys FLUENT Tutorial Guide, Release 14.0"
919,Giáo trình công nghệ sản xuất may:Giáo trình dùng cho sinh viên ngành Công nghệ may/Trần Thanh Hương
920,"Bài giảng Cơ học và Nhiệt động lực học/Nguyễn Nhật Khanh, Châu Văn Tạo"
921,Phân tích tổng hợp hệ thống điều khiển tự động truyền động điện
922,Giáo trình công nghệ sản xuất sản phẩm dệt kim:Giáo trình dùng cho sinh viên ngành Công nghệ May/Trần Thanh Hương
923,Giáo trình công nghệ sản xuất may:Giáo trình dùng cho sinh viên ngành Công nghệ may/Trần Thanh Hương
924,"Tính toán thiết kế hệ dẫn động cơ khí – tập 1/ Trịnh Chất, Lê Văn Uyển"
925,Tài liệu học tập “Thiết Kế Trang Phục Lót”/Nguyễn Thị Luyên
926,"Sơ đồ điện / Jean Barry, Jean Yves Kersulec,; Người dịch: Lê Văn Doanh, Võ Thạch Sơn"
927,"Tính toán thiết kế hệ dẫn động cơ khí:Tập 2/Trịnh Chất, Lê Văn Uyển"
928, Technology of clothing Manufacture/David J.Tyler
929,Kỹ thuật nâng chuyển - Tập 2 : Máy vận chuyển liên tục / Nguyễn Hồng Ngân (chủ biên) ; Nguyễn Danh Sơn
930, Patternmaking for underwear design- Createspace/Kristina Shin Phd
931,"Nhiệt động học/Jean-Marie Brébec,Alian Favier,Philippe Denève...;Ngô Phú An(dịch)"
932,Electric drives
933,Các máy gia công vật liệu rắn và dẻo:$n Tập 1/Hồ Lê Viên
934,Electric drive/M. Chilikin 
935,"Giáo trình “Cung cấp điện” dành cho hệ Đại Học, Khối Ngành Công Nghệ"
936,"An introduction to materials engineering and science/Brian S. Mitchell, John Wiley & Sons"
937,"Quá trình và thiết bị trong công nghệ hóa học & thực phẩm – Tập 2: Cơ học vật liệu rời/  Vũ Bá Minh, Hoàng Minh Nam"
938,Patternmaking for underwear design/Kristina Shin
939,Renewable energy : Power for a sustainable future / Godfrey Boyle
940,"Giáo trình công nghệ may:Sách dùng cho các trường đào tạo hệ trung học chuyên nghiệp/Trần Thủy Bình (ch.b.), Nguyễn Tiến Dũng, Lê Thị Mai Hoa,..."
941,"Vẽ kỹ thuật  cơ khí - T.1:Sách dùng cho các trường đại học kỹ thuật/Trần Hữu Quế, Đặng Văn Cứ, Nguyễn Văn Tuấn"
942,"Fundamental of Ceramic Powders Processing and Synthesis/Terry A. Ring, Acedamic Press"
943,PATTERNMARKING for fashion design/Helen Joseph Armstrong
944,The Apparel Design and Production Hand Book (A Technical Reference)/The Fashiondex
945,"Renewable Energy : Physics, engineering, environmental ipacts, economics and planning"
946,Kỹ thuật sản xuất vật liệu gốm sứ/Đỗ Quang Minh
947,"Vẽ kỹ thuật  cơ khí - T.1:Sách dùng cho các trường đại học kỹ thuật/Trần Hữu Quế, Đặng Văn Cứ, Nguyễn Văn Tuấn"
948,Introduction to pattern Drafting/Jayne Smith
949,Truyền động điện
950,Ceramic Processing and Sintering/M. N Rahaman
951,Giáo trình mỹ thuật trang phục:Sách dùng cho các trường đào tạo hệ Trung học chuyên nghiệp - Cao đẳng - Đại học/Trần Thủy Bình
952,Thiết bị điều khiển điện
953,Cơ sở thiết kế máy/ Nguyễn Hữu Lộc
954,Trang bị điện- điện tử
955,Ceramic Materials: Science and Engineering/C. Barry Carter et M. Grant Norton
956,Phân tích tổng hợp hệ thống điều khiển tự động truyền động điện
957,"Màu sắc và phương pháp vẽ màu /Nguyễn Duy Lẫm, Đặng Thị Bích Ngân"
958,Cơ sở thiết kế máy/ Nguyễn Hữu Lộc
959,Giáo trình máy và thiết bị chế biến lương thực/Tôn Thất Minh
960,"Trang trí/ Nguyễn Thế Hùng, Nguyễn Thị Nhung, Phạm Ngọc Tới"
961,"Mỹ thuật vào phương pháp dạy học/Trịnh Thiệp, Ưng Thị Châu"
962,"Shigley's mechanical engineering design / Richard G. Budynas, J. Keith Nisbett"
963,Tâm lý học quản trị kinh doanh/Nguyễn Hữu Thụ
964,Polyme Đại Cương/TS. Hoàng Ngọc Cường
965,Đắc nhân tâm/Dale Carnegie (Nguyễn Hiến Lê dịch)
966,Giáo trình mỹ học/Lê Quốc Bảo
967,Lịch sử tư tưởng thẩm mỹ
968,Khơi nguồn mỹ học dân tộc/Mịch Quang
969,"Bài tập vẽ kỹ thuật  cơ khí -  T.1/Trần Hữu Quế, Nguyễn Văn Tuấn"
970,Tài liệu nghệ thuật học/Lâm Vinh
971,Mỹ học/Lâm Vinh
972,"Bài tập vẽ kỹ thuật cơ khí -T2/Trần Hữu Quế, Nguyễn Văn Tuấn"
973,Sơ đồ điện
974,Composite materials technology/P.K.Mallick/Newman
975,Giáo trình Tổ chức quản lý sản xuất may/Nguyễn Thị Thúy
976,Electric drives
977,"Machine  drawing  3rd  ed/ K.L.  Narayana,  P.  Kannaiah,  K.  V.  Reddy"
978,Giáo trình thiết kế trang phục 5/Trần Thanh Hương
979,Electric drive/M. Chilikin 
980,Handbood of composite fabrication/Gunerl Akovali
981,"Bài tập vẽ kỹ thuật cơ khí:Tập 2/Trần Hữu Quế, Nguyễn Văn Tuấn"
982,Giáo trình công nghệ may trang phục 3/Trần Thanh Hương
983,"Giáo trình “Thực tập năng lượng tái tạo”, dành cho hệ Đại Học, Khối Ngành Công Nghệ"
984,"Bản vẽ kỹ thuật – Tiêu chuẩn quốc tế/ Trần Hữu Quế, Nguyễn Văn Tuấn"
985,"Giáo trình “Thiết kế trang phục nam cơ bản”/Nguyễn Ngọc Châu, Nguyễn Thị Tuyết Trinh"
986,Thiết kế trang phục 2/Trần Thị Thêu
987,Pattern making/ Hellen 
988,Textile Science/Kathryn L. Hatch
989,Mechanics of composite materials/Autar K. Kaw
990,Pattern making/ Hellen 
991,Giáo trình quá trình hoàn tất vải =Textile dyeing and finishing technology/Nguyễn Tuấn Anh
992,"Fundamentals of polymer engineering/Anil Kumar, Rakesh K. Gupta"
993,"Giáo trình “Thiết kế trang phục nam cơ bản”/Nguyễn Ngọc Châu, Nguyễn Thị Tuyết Trinh"
994,"Biorelated polymers/Emo Chiellini, Helena Gil, Gerhart Braunegg,..."
995,Thiết kế trang phục 2/Trần Thị Thêu
996,Pattern making/ Hellen 
997,Textile Science/Kathryn L. Hatch
998,Giáo trình thiết kế trang phục nữ cơ bản:Giáo trình dùng cho sinh viên ngành Công nghệ may/Phùng Thị Bích Dung
999,"Biomedical applications/Doris Klee, Hartwig Höcker"
1000,"Giáo trình công nghệ may:Sách dùng cho các trường đào tạo hệ trung học chuyên nghiệp/Trần Thủy Bình (ch.b.), Nguyễn Tiến Dũng, Lê Thị Mai Hoa,..."
1001,"Hướng dẫn thiết kế lắp đặt điện theo tiêu chuẩn quốc tế IEC= Electrical Installation Guide : According to IEC international Standards /Schneider Electric S. A, người dịch: Phan Thị Thanh Bình, Phan Quốc Dũng, Phạm Quang Vinh..."
1002,Giáo trình tạo mẫu trang phục nữ/Phùng Thị Bích Dung
1003,Giáo trình Thiết kế trang phục 1/Nguyễn Phi Phụng
1004,Element of X-ray Diffraction - 3rd/B.D. Cullity & S.R. Stock
1005,Inteligent Buildings and Building Automation 
1006,"Giáo trình thiết kế trang phục 2/Trần Thị Thêu, Nguyễn Tuấn Anh"
1007,Transmission Electron Microscopy (A textbook for Materials Science)/David B. Williams & C. Barry Carter
1008,Integrated Building Management Systems in Data Centra
1009,Engineering manual of automatic control for commercial buildings 
1010,Patternmaking for fashion design/Helen Joseph Armstrong
1011,Thin film deposition/Donald L. Smith
1012,  The Apparel Design and Production Hand Book (A Technical Reference)/ The Fashiondex
1013,Inside Building Management Systems
1014,BACnet-Various articles
1015,Lonworks Various articles
1016,General Topology
1017,"Bjorner,Topological methods, appears in Handbook of Combinatorics, Vol. 1, 2"
1018,A Protocol for Packet Network Intercommunication
1019,"“The European computer network project,” in Computer Communications: Impacts and Implications"
1020,Communication Systems for Building Automation and Control
1021,Optimization of HVAC Control Strategies By Building Management Systems” MASTER OF SCIENCE
